id,language,true_label,model,strategy,prediction,confidence,explanation
0,Python,ai,gpt-4o-mini,zero_shot,human,7,"The use of the old-style print statement without parentheses and the string formatting with '%' indicates a more personal coding style, suggesting a human author. Additionally, the code lacks modern conventions, which further supports the likelihood of it being human-written."
1,Python,ai,gpt-4o-mini,zero_shot,ai,6,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, comments, or idiosyncratic style."
2,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code snippet contains a mix of Python and Ruby syntax, specifically the use of '4.times' which is a Ruby idiom, indicating a personal coding style. This inconsistency suggests a human author."
3,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform structure typical of AI-generated code.
4,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, idiosyncrasies, or informal comments that would indicate human authorship."
5,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and uniform without any personal annotations, comments, or idiosyncrasies."
6,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it exhibits a clean and uniform structure typical of AI-generated code, with no personal annotations or idiosyncrasies."
7,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
8,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform style without any personal annotations or idiosyncrasies.
9,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, inconsistent styles, or idiosyncratic elements."
10,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
11,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code contains commented-out explanations that reflect personal insights, such as 'first 22 values (as a list) has no squares' and 'The following check shows no squares up to one million', indicating a human touch."
12,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, idiosyncrasies, or informal comments."
13,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and uniform without any personal annotations, idiosyncrasies, or informal comments."
14,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet, as it lacks personal annotations, idiosyncratic styles, or any other markers indicative of human authorship."
15,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code snippet contains a dated annotation '#, July 2nd, 2015', which indicates a specific point in time and suggests human authorship."
16,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code contains a commented line that describes the functionality, which suggests a personal touch. Additionally, the use of the print statement with a specific formatting style indicates a less uniform approach typical of human coding."
17,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
18,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a consistent style without any personal annotations or idiosyncrasies.
19,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, idiosyncrasies, or informal comments."
20,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, comments, or idiosyncratic styles."
21,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, idiosyncrasies, or informal comments."
22,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, inconsistent styles, or any other markers of human authorship."
23,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments that would indicate human authorship."
24,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
25,Python,ai,gpt-4o-mini,zero_shot,ai,6,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, comments, or idiosyncratic style."
26,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and uniform without any personal annotations, idiosyncrasies, or informal comments."
27,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code snippet contains a version annotation '# version 1.1.2', which indicates a human touch in the form of versioning. Additionally, the use of a specific formatting string in the print statement suggests a personal coding style."
28,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform style without any personal annotations or idiosyncrasies.
29,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
30,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and uniform without any personal annotations, idiosyncrasies, or debugging artifacts."
31,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and uniform without any personal annotations, idiosyncrasies, or informal comments."
32,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, comments, or idiosyncratic style."
33,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform style without any personal annotations or idiosyncrasies.
34,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and uniform without any personal annotations, comments, or idiosyncrasies."
35,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
36,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform style without any personal annotations or idiosyncrasies.
37,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, comments, or idiosyncratic styles."
38,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet, as it is structurally clean and lacks any personal annotations, comments, or idiosyncratic style."
39,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it exhibits a clean and uniform structure without any personal annotations, idiosyncrasies, or debugging artifacts."
40,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform style without any personal annotations or idiosyncrasies.
41,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform style without any personal annotations or idiosyncrasies.
42,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
43,Python,ai,gpt-4o-mini,zero_shot,ai,7,No human fingerprints were found in the code snippet; it is clean and follows a uniform structure without any personal annotations or idiosyncrasies.
44,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code contains informal comments and user prompts, such as 'Please tell me if I am ""high"", ""low"" or ""right"".' and 'When you've thought of a number press enter.', which suggest a personal touch and interaction style typical of human authorship."
45,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, idiosyncrasies, or informal comments."
46,Python,ai,gpt-4o-mini,zero_shot,human,7,"The code contains a dated annotation ('Created on Tue Mar 23 15:00:00 2021') and a commented-out author field, which are indicative of human authorship."
47,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, idiosyncrasies, or informal comments."
48,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, comments, or idiosyncratic styles."
49,Python,ai,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet, as it is structurally clean and lacks any personal annotations, idiosyncrasies, or informal comments."
50,Python,human,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks personal annotations, inconsistent styles, or any other markers of human authorship."
51,Python,human,gpt-4o-mini,zero_shot,human,7,"The code contains a commented-out alternative implementation using 'collections.Counter', which suggests experimentation and personal coding habits typical of human authorship."
52,Python,human,gpt-4o-mini,zero_shot,human,7,"The code contains commented-out lines that suggest a personal touch, such as 'current directory' and 'root directory', indicating a human's thought process and context."
53,Python,human,gpt-4o-mini,zero_shot,human,8,"The presence of the REPL prompt '>>>' indicates that this code was likely executed in an interactive environment, suggesting a human-authored context."
54,Python,human,gpt-4o-mini,zero_shot,human,8,"The presence of REPL artifacts (e.g., '>>>') indicates that this code was likely executed in an interactive environment, suggesting human authorship."
55,Python,human,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, idiosyncrasies, or debugging artifacts."
56,Python,human,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is structurally clean and lacks any personal annotations, inconsistent styles, or idiosyncratic elements."
57,Python,human,gpt-4o-mini,zero_shot,ai,7,"No human fingerprints were found in the code snippet; it is clean and lacks any personal annotations, idiosyncrasies, or informal comments."
